date,hour,day_of_week,day_name,is_weekend,is_rush_hour,route_name,distance_km,normal_duration_min,current_duration_min,delay_min,traffic_level,traffic_label
2026-02-03,11,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,43.7,25.7,3,Heavy
2026-02-03,11,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,72.1,47.1,4,Severe
2026-02-03,11,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,86.7,64.7,4,Severe
2026-02-03,11,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,74.3,44.3,3,Heavy
2026-02-03,11,1,Tuesday,False,False,Ikorodu Road,14.0,24,34.5,10.5,2,Moderate
2026-02-03,11,1,Tuesday,False,False,Oshodi Junction,8.5,15,56.1,41.1,4,Severe
2026-02-03,11,1,Tuesday,False,False,Obalende-CMS,6.2,12,32.1,20.1,3,Heavy
2026-02-03,11,1,Tuesday,False,False,Otedola Bridge,9.0,16,28.7,12.7,2,Moderate
2026-02-03,11,1,Tuesday,False,False,Ajah,10.5,20,49.6,29.6,3,Heavy
2026-02-03,11,1,Tuesday,False,False,Iyana Iba,11.0,19,17.7,-1.3,1,Light
2026-02-03,12,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,25.6,7.6,2,Moderate
2026-02-03,12,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,36.3,11.3,2,Moderate
2026-02-03,12,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,28.6,6.6,2,Moderate
2026-02-03,12,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,72.3,42.3,3,Heavy
2026-02-03,12,1,Tuesday,False,False,Ikorodu Road,14.0,24,77.4,53.4,4,Severe
2026-02-03,12,1,Tuesday,False,False,Oshodi Junction,8.5,15,35.6,20.6,3,Heavy
2026-02-03,12,1,Tuesday,False,False,Obalende-CMS,6.2,12,16.3,4.3,2,Moderate
2026-02-03,12,1,Tuesday,False,False,Otedola Bridge,9.0,16,36.3,20.3,3,Heavy
2026-02-03,12,1,Tuesday,False,False,Ajah,10.5,20,45.8,25.8,3,Heavy
2026-02-03,12,1,Tuesday,False,False,Iyana Iba,11.0,19,14.2,-4.8,1,Light
2026-02-03,13,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,18.7,0.7,1,Light
2026-02-03,13,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,39.0,14.0,2,Moderate
2026-02-03,13,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,50.4,28.4,3,Heavy
2026-02-03,13,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,49.2,19.2,2,Moderate
2026-02-03,13,1,Tuesday,False,False,Ikorodu Road,14.0,24,27.1,3.1,1,Light
2026-02-03,13,1,Tuesday,False,False,Oshodi Junction,8.5,15,40.7,25.7,3,Heavy
2026-02-03,13,1,Tuesday,False,False,Obalende-CMS,6.2,12,13.6,1.6,2,Moderate
2026-02-03,13,1,Tuesday,False,False,Otedola Bridge,9.0,16,36.6,20.6,3,Heavy
2026-02-03,13,1,Tuesday,False,False,Ajah,10.5,20,48.0,28.0,3,Heavy
2026-02-03,13,1,Tuesday,False,False,Iyana Iba,11.0,19,26.1,7.1,2,Moderate
2026-02-03,14,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,62.2,44.2,4,Severe
2026-02-03,14,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,35.7,10.7,2,Moderate
2026-02-03,14,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,29.5,7.5,2,Moderate
2026-02-03,14,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,48.6,18.6,2,Moderate
2026-02-03,14,1,Tuesday,False,False,Ikorodu Road,14.0,24,40.3,16.3,2,Moderate
2026-02-03,14,1,Tuesday,False,False,Oshodi Junction,8.5,15,38.0,23.0,3,Heavy
2026-02-03,14,1,Tuesday,False,False,Obalende-CMS,6.2,12,25.5,13.5,3,Heavy
2026-02-03,14,1,Tuesday,False,False,Otedola Bridge,9.0,16,71.4,55.4,4,Severe
2026-02-03,14,1,Tuesday,False,False,Ajah,10.5,20,15.4,-4.6,1,Light
2026-02-03,14,1,Tuesday,False,False,Iyana Iba,11.0,19,50.9,31.9,3,Heavy
2026-02-03,15,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,20.8,2.8,1,Light
2026-02-03,15,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,38.5,13.5,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,51.5,29.5,3,Heavy
2026-02-03,15,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,40.5,10.5,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Ikorodu Road,14.0,24,31.3,7.3,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Oshodi Junction,8.5,15,36.6,21.6,3,Heavy
2026-02-03,15,1,Tuesday,False,False,Obalende-CMS,6.2,12,21.5,9.5,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Otedola Bridge,9.0,16,22.1,6.1,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Ajah,10.5,20,34.9,14.9,2,Moderate
2026-02-03,15,1,Tuesday,False,False,Iyana Iba,11.0,19,16.6,-2.4,1,Light
2026-02-03,16,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,26.8,8.8,2,Moderate
2026-02-03,16,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,41.7,16.7,2,Moderate
2026-02-03,16,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,51.7,29.7,3,Heavy
2026-02-03,16,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,44.2,14.2,2,Moderate
2026-02-03,16,1,Tuesday,False,False,Ikorodu Road,14.0,24,40.2,16.2,2,Moderate
2026-02-03,16,1,Tuesday,False,False,Oshodi Junction,8.5,15,37.0,22.0,3,Heavy
2026-02-03,16,1,Tuesday,False,False,Obalende-CMS,6.2,12,13.1,1.1,2,Moderate
2026-02-03,16,1,Tuesday,False,False,Otedola Bridge,9.0,16,43.6,27.6,3,Heavy
2026-02-03,16,1,Tuesday,False,False,Ajah,10.5,20,51.5,31.5,3,Heavy
2026-02-03,16,1,Tuesday,False,False,Iyana Iba,11.0,19,32.8,13.8,2,Moderate
2026-02-03,17,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,64.4,46.4,4,Severe
2026-02-03,17,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,60.5,35.5,3,Heavy
2026-02-03,17,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,51.2,29.2,3,Heavy
2026-02-03,17,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,81.2,51.2,4,Severe
2026-02-03,17,1,Tuesday,False,True,Ikorodu Road,14.0,24,73.4,49.4,4,Severe
2026-02-03,17,1,Tuesday,False,True,Oshodi Junction,8.5,15,61.6,46.6,4,Severe
2026-02-03,17,1,Tuesday,False,True,Obalende-CMS,6.2,12,36.7,24.7,4,Severe
2026-02-03,17,1,Tuesday,False,True,Otedola Bridge,9.0,16,64.1,48.1,4,Severe
2026-02-03,17,1,Tuesday,False,True,Ajah,10.5,20,46.3,26.3,3,Heavy
2026-02-03,17,1,Tuesday,False,True,Iyana Iba,11.0,19,54.2,35.2,4,Severe
2026-02-03,18,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,59.8,41.8,4,Severe
2026-02-03,18,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,75.1,50.1,4,Severe
2026-02-03,18,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,86.2,64.2,4,Severe
2026-02-03,18,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,85.8,55.8,4,Severe
2026-02-03,18,1,Tuesday,False,True,Ikorodu Road,14.0,24,75.6,51.6,4,Severe
2026-02-03,18,1,Tuesday,False,True,Oshodi Junction,8.5,15,53.7,38.7,4,Severe
2026-02-03,18,1,Tuesday,False,True,Obalende-CMS,6.2,12,41.7,29.7,4,Severe
2026-02-03,18,1,Tuesday,False,True,Otedola Bridge,9.0,16,37.8,21.8,3,Heavy
2026-02-03,18,1,Tuesday,False,True,Ajah,10.5,20,69.6,49.6,4,Severe
2026-02-03,18,1,Tuesday,False,True,Iyana Iba,11.0,19,44.2,25.2,3,Heavy
2026-02-03,19,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,61.8,43.8,4,Severe
2026-02-03,19,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,75.7,50.7,4,Severe
2026-02-03,19,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,85.4,63.4,4,Severe
2026-02-03,19,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,79.1,49.1,4,Severe
2026-02-03,19,1,Tuesday,False,True,Ikorodu Road,14.0,24,73.9,49.9,4,Severe
2026-02-03,19,1,Tuesday,False,True,Oshodi Junction,8.5,15,60.0,45.0,4,Severe
2026-02-03,19,1,Tuesday,False,True,Obalende-CMS,6.2,12,38.0,26.0,4,Severe
2026-02-03,19,1,Tuesday,False,True,Otedola Bridge,9.0,16,63.4,47.4,4,Severe
2026-02-03,19,1,Tuesday,False,True,Ajah,10.5,20,63.1,43.1,4,Severe
2026-02-03,19,1,Tuesday,False,True,Iyana Iba,11.0,19,54.1,35.1,4,Severe
2026-02-03,20,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,62.3,44.3,4,Severe
2026-02-03,20,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,75.8,50.8,4,Severe
2026-02-03,20,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,83.2,61.2,4,Severe
2026-02-03,20,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,86.5,56.5,4,Severe
2026-02-03,20,1,Tuesday,False,True,Ikorodu Road,14.0,24,74.2,50.2,4,Severe
2026-02-03,20,1,Tuesday,False,True,Oshodi Junction,8.5,15,58.7,43.7,4,Severe
2026-02-03,20,1,Tuesday,False,True,Obalende-CMS,6.2,12,42.9,30.9,4,Severe
2026-02-03,20,1,Tuesday,False,True,Otedola Bridge,9.0,16,72.2,56.2,4,Severe
2026-02-03,20,1,Tuesday,False,True,Ajah,10.5,20,64.4,44.4,4,Severe
2026-02-03,20,1,Tuesday,False,True,Iyana Iba,11.0,19,61.7,42.7,4,Severe
2026-02-03,21,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,21.7,3.7,1,Light
2026-02-03,21,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,24.4,-0.6,1,Light
2026-02-03,21,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,29.1,7.1,2,Moderate
2026-02-03,21,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,21.0,-9.0,0,None
2026-02-03,21,1,Tuesday,False,False,Ikorodu Road,14.0,24,28.4,4.4,1,Light
2026-02-03,21,1,Tuesday,False,False,Oshodi Junction,8.5,15,18.5,3.5,2,Moderate
2026-02-03,21,1,Tuesday,False,False,Obalende-CMS,6.2,12,14.6,2.6,1,Light
2026-02-03,21,1,Tuesday,False,False,Otedola Bridge,9.0,16,27.0,11.0,2,Moderate
2026-02-03,21,1,Tuesday,False,False,Ajah,10.5,20,22.0,2.0,1,Light
2026-02-03,21,1,Tuesday,False,False,Iyana Iba,11.0,19,23.9,4.9,1,Light
2026-02-03,22,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,22.7,4.7,1,Light
2026-02-03,22,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,20.9,-4.1,1,Light
2026-02-03,22,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,37.1,15.1,2,Moderate
2026-02-03,22,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,31.2,1.2,1,Light
2026-02-03,22,1,Tuesday,False,False,Ikorodu Road,14.0,24,27.7,3.7,1,Light
2026-02-03,22,1,Tuesday,False,False,Oshodi Junction,8.5,15,26.1,11.1,2,Moderate
2026-02-03,22,1,Tuesday,False,False,Obalende-CMS,6.2,12,14.4,2.4,1,Light
2026-02-03,22,1,Tuesday,False,False,Otedola Bridge,9.0,16,19.4,3.4,2,Moderate
2026-02-03,22,1,Tuesday,False,False,Ajah,10.5,20,33.6,13.6,2,Moderate
2026-02-03,22,1,Tuesday,False,False,Iyana Iba,11.0,19,16.9,-2.1,1,Light
2026-02-03,23,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,16.2,-1.8,1,Light
2026-02-03,23,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,79.5,54.5,4,Severe
2026-02-03,23,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,28.2,6.2,2,Moderate
2026-02-03,23,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,28.1,-1.9,1,Light
2026-02-03,23,1,Tuesday,False,False,Ikorodu Road,14.0,24,27.6,3.6,1,Light
2026-02-03,23,1,Tuesday,False,False,Oshodi Junction,8.5,15,27.5,12.5,2,Moderate
2026-02-03,23,1,Tuesday,False,False,Obalende-CMS,6.2,12,12.0,0.0,1,Light
2026-02-03,23,1,Tuesday,False,False,Otedola Bridge,9.0,16,29.0,13.0,2,Moderate
2026-02-03,23,1,Tuesday,False,False,Ajah,10.5,20,14.0,-6.0,0,None
2026-02-03,23,1,Tuesday,False,False,Iyana Iba,11.0,19,23.8,4.8,1,Light
2026-02-04,0,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,14.6,-3.4,0,None
2026-02-04,0,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,21.9,-3.1,1,Light
2026-02-04,0,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,25.7,3.7,1,Light
2026-02-04,0,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,26.9,-3.1,0,None
2026-02-04,0,2,Wednesday,False,False,Ikorodu Road,14.0,24,23.9,-0.1,1,Light
2026-02-04,0,2,Wednesday,False,False,Oshodi Junction,8.5,15,10.8,-4.2,1,Light
2026-02-04,0,2,Wednesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-02-04,0,2,Wednesday,False,False,Otedola Bridge,9.0,16,11.8,-4.2,0,None
2026-02-04,0,2,Wednesday,False,False,Ajah,10.5,20,15.3,-4.7,0,None
2026-02-04,0,2,Wednesday,False,False,Iyana Iba,11.0,19,15.2,-3.8,0,None
2026-02-04,1,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,12.6,-5.4,0,None
2026-02-04,1,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,23.1,-1.9,0,None
2026-02-04,1,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,15.4,-6.6,0,None
2026-02-04,1,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,28.5,-1.5,0,None
2026-02-04,1,2,Wednesday,False,False,Ikorodu Road,14.0,24,22.1,-1.9,0,None
2026-02-04,1,2,Wednesday,False,False,Oshodi Junction,8.5,15,19.8,4.8,1,Light
2026-02-04,1,2,Wednesday,False,False,Obalende-CMS,6.2,12,8.6,-3.4,0,None
2026-02-04,1,2,Wednesday,False,False,Otedola Bridge,9.0,16,13.9,-2.1,1,Light
2026-02-04,1,2,Wednesday,False,False,Ajah,10.5,20,19.3,-0.7,0,None
2026-02-04,1,2,Wednesday,False,False,Iyana Iba,11.0,19,17.8,-1.2,1,Light
2026-02-04,2,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,15.8,-2.2,0,None
2026-02-04,2,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,76.3,51.3,4,Severe
2026-02-04,2,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,89.0,67.0,4,Severe
2026-02-04,2,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,21.0,-9.0,0,None
2026-02-04,2,2,Wednesday,False,False,Ikorodu Road,14.0,24,17.8,-6.2,0,None
2026-02-04,2,2,Wednesday,False,False,Oshodi Junction,8.5,15,18.7,3.7,1,Light
2026-02-04,2,2,Wednesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-02-04,2,2,Wednesday,False,False,Otedola Bridge,9.0,16,19.1,3.1,1,Light
2026-02-04,2,2,Wednesday,False,False,Ajah,10.5,20,14.0,-6.0,0,None
2026-02-04,2,2,Wednesday,False,False,Iyana Iba,11.0,19,16.6,-2.4,0,None
2026-02-04,3,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,15.3,-2.7,0,None
2026-02-04,3,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,21.8,-3.2,1,Light
2026-02-04,3,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,26.9,4.9,1,Light
2026-02-04,3,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,26.8,-3.2,1,Light
2026-02-04,3,2,Wednesday,False,False,Ikorodu Road,14.0,24,23.4,-0.6,1,Light
2026-02-04,3,2,Wednesday,False,False,Oshodi Junction,8.5,15,22.0,7.0,2,Moderate
2026-02-04,3,2,Wednesday,False,False,Obalende-CMS,6.2,12,14.0,2.0,0,None
2026-02-04,3,2,Wednesday,False,False,Otedola Bridge,9.0,16,15.5,-0.5,1,Light
2026-02-04,3,2,Wednesday,False,False,Ajah,10.5,20,18.7,-1.3,0,None
2026-02-04,3,2,Wednesday,False,False,Iyana Iba,11.0,19,18.6,-0.4,0,None
2026-02-04,4,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,16.8,-1.2,0,None
2026-02-04,4,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,20.9,-4.1,1,Light
2026-02-04,4,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,20.1,-1.9,0,None
2026-02-04,4,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,27.7,-2.3,0,None
2026-02-04,4,2,Wednesday,False,False,Ikorodu Road,14.0,24,27.4,3.4,1,Light
2026-02-04,4,2,Wednesday,False,False,Oshodi Junction,8.5,15,18.2,3.2,1,Light
2026-02-04,4,2,Wednesday,False,False,Obalende-CMS,6.2,12,13.2,1.2,0,None
2026-02-04,4,2,Wednesday,False,False,Otedola Bridge,9.0,16,11.2,-4.8,1,Light
2026-02-04,4,2,Wednesday,False,False,Ajah,10.5,20,14.0,-6.0,0,None
2026-02-04,4,2,Wednesday,False,False,Iyana Iba,11.0,19,14.1,-4.9,0,None
2026-02-04,5,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,12.6,-5.4,0,None
2026-02-04,5,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,24.4,-0.6,0,None
2026-02-04,5,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,20.5,-1.5,1,Light
2026-02-04,5,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,24.8,-5.2,0,None
2026-02-04,5,2,Wednesday,False,False,Ikorodu Road,14.0,24,18.0,-6.0,0,None
2026-02-04,5,2,Wednesday,False,False,Oshodi Junction,8.5,15,11.9,-3.1,1,Light
2026-02-04,5,2,Wednesday,False,False,Obalende-CMS,6.2,12,12.1,0.1,0,None
2026-02-04,5,2,Wednesday,False,False,Otedola Bridge,9.0,16,20.8,4.8,1,Light
2026-02-04,5,2,Wednesday,False,False,Ajah,10.5,20,14.3,-5.7,0,None
2026-02-04,5,2,Wednesday,False,False,Iyana Iba,11.0,19,13.3,-5.7,0,None
2026-02-04,6,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,23.9,5.9,2,Moderate
2026-02-04,6,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,42.0,17.0,2,Moderate
2026-02-04,6,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,20.4,-1.6,1,Light
2026-02-04,6,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,28.8,-1.2,1,Light
2026-02-04,6,2,Wednesday,False,False,Ikorodu Road,14.0,24,20.0,-4.0,0,None
2026-02-04,6,2,Wednesday,False,False,Oshodi Junction,8.5,15,19.2,4.2,2,Moderate
2026-02-04,6,2,Wednesday,False,False,Obalende-CMS,6.2,12,13.6,1.6,1,Light
2026-02-04,6,2,Wednesday,False,False,Otedola Bridge,9.0,16,11.7,-4.3,1,Light
2026-02-04,6,2,Wednesday,False,False,Ajah,10.5,20,20.2,0.2,1,Light
2026-02-04,6,2,Wednesday,False,False,Iyana Iba,11.0,19,19.0,0.0,1,Light
2026-02-04,7,2,Wednesday,False,True,Third Mainland Bridge,11.8,18,65.1,47.1,4,Severe
2026-02-04,7,2,Wednesday,False,True,Lekki-Epe Expressway,15.2,25,79.3,54.3,4,Severe
2026-02-04,7,2,Wednesday,False,True,Apapa-Oshodi Expressway,12.5,22,91.7,69.7,4,Severe
2026-02-04,7,2,Wednesday,False,True,Lagos-Ibadan Expressway,18.0,30,85.6,55.6,4,Severe
2026-02-04,7,2,Wednesday,False,True,Ikorodu Road,14.0,24,81.0,57.0,4,Severe
2026-02-04,7,2,Wednesday,False,True,Oshodi Junction,8.5,15,60.6,45.6,4,Severe
2026-02-04,7,2,Wednesday,False,True,Obalende-CMS,6.2,12,40.5,28.5,4,Severe
2026-02-04,7,2,Wednesday,False,True,Otedola Bridge,9.0,16,70.7,54.7,4,Severe
2026-02-04,7,2,Wednesday,False,True,Ajah,10.5,20,66.3,46.3,4,Severe
2026-02-04,7,2,Wednesday,False,True,Iyana Iba,11.0,19,58.2,39.2,4,Severe
2026-02-04,8,2,Wednesday,False,True,Third Mainland Bridge,11.8,18,60.8,42.8,4,Severe
2026-02-04,8,2,Wednesday,False,True,Lekki-Epe Expressway,15.2,25,78.4,53.4,4,Severe
2026-02-04,8,2,Wednesday,False,True,Apapa-Oshodi Expressway,12.5,22,87.9,65.9,4,Severe
2026-02-04,8,2,Wednesday,False,True,Lagos-Ibadan Expressway,18.0,30,87.8,57.8,4,Severe
2026-02-04,8,2,Wednesday,False,True,Ikorodu Road,14.0,24,81.4,57.4,4,Severe
2026-02-04,8,2,Wednesday,False,True,Oshodi Junction,8.5,15,61.0,46.0,4,Severe
2026-02-04,8,2,Wednesday,False,True,Obalende-CMS,6.2,12,44.4,32.4,4,Severe
2026-02-04,8,2,Wednesday,False,True,Otedola Bridge,9.0,16,42.9,26.9,3,Heavy
2026-02-04,8,2,Wednesday,False,True,Ajah,10.5,20,64.2,44.2,4,Severe
2026-02-04,8,2,Wednesday,False,True,Iyana Iba,11.0,19,61.9,42.9,4,Severe
2026-02-04,9,2,Wednesday,False,True,Third Mainland Bridge,11.8,18,59.5,41.5,4,Severe
2026-02-04,9,2,Wednesday,False,True,Lekki-Epe Expressway,15.2,25,72.5,47.5,4,Severe
2026-02-04,9,2,Wednesday,False,True,Apapa-Oshodi Expressway,12.5,22,84.6,62.6,4,Severe
2026-02-04,9,2,Wednesday,False,True,Lagos-Ibadan Expressway,18.0,30,84.5,54.5,4,Severe
2026-02-04,9,2,Wednesday,False,True,Ikorodu Road,14.0,24,74.8,50.8,4,Severe
2026-02-04,9,2,Wednesday,False,True,Oshodi Junction,8.5,15,40.5,25.5,3,Heavy
2026-02-04,9,2,Wednesday,False,True,Obalende-CMS,6.2,12,35.1,23.1,4,Severe
2026-02-04,9,2,Wednesday,False,True,Otedola Bridge,9.0,16,67.4,51.4,4,Severe
2026-02-04,9,2,Wednesday,False,True,Ajah,10.5,20,66.0,46.0,4,Severe
2026-02-04,9,2,Wednesday,False,True,Iyana Iba,11.0,19,59.9,40.9,4,Severe
2026-02-04,10,2,Wednesday,False,True,Third Mainland Bridge,11.8,18,59.7,41.7,4,Severe
2026-02-04,10,2,Wednesday,False,True,Lekki-Epe Expressway,15.2,25,74.9,49.9,4,Severe
2026-02-04,10,2,Wednesday,False,True,Apapa-Oshodi Expressway,12.5,22,84.7,62.7,4,Severe
2026-02-04,10,2,Wednesday,False,True,Lagos-Ibadan Expressway,18.0,30,78.0,48.0,3,Heavy
2026-02-04,10,2,Wednesday,False,True,Ikorodu Road,14.0,24,72.5,48.5,4,Severe
2026-02-04,10,2,Wednesday,False,True,Oshodi Junction,8.5,15,60.3,45.3,4,Severe
2026-02-04,10,2,Wednesday,False,True,Obalende-CMS,6.2,12,32.0,20.0,3,Heavy
2026-02-04,10,2,Wednesday,False,True,Otedola Bridge,9.0,16,63.0,47.0,4,Severe
2026-02-04,10,2,Wednesday,False,True,Ajah,10.5,20,65.0,45.0,4,Severe
2026-02-04,10,2,Wednesday,False,True,Iyana Iba,11.0,19,57.8,38.8,4,Severe
2026-02-04,11,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,28.5,10.5,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,36.5,11.5,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,28.9,6.9,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,77.0,47.0,3,Heavy
2026-02-04,11,2,Wednesday,False,False,Ikorodu Road,14.0,24,21.1,-2.9,1,Light
2026-02-04,11,2,Wednesday,False,False,Oshodi Junction,8.5,15,57.8,42.8,4,Severe
2026-02-04,11,2,Wednesday,False,False,Obalende-CMS,6.2,12,20.6,8.6,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Otedola Bridge,9.0,16,25.0,9.0,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Ajah,10.5,20,35.0,15.0,2,Moderate
2026-02-04,11,2,Wednesday,False,False,Iyana Iba,11.0,19,16.0,-3.0,1,Light
2026-02-04,12,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,46.8,28.8,3,Heavy
2026-02-04,12,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,32.9,7.9,2,Moderate
2026-02-04,12,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,32.9,10.9,2,Moderate
2026-02-04,12,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,72.2,42.2,3,Heavy
2026-02-04,12,2,Wednesday,False,False,Ikorodu Road,14.0,24,19.2,-4.8,1,Light
2026-02-04,12,2,Wednesday,False,False,Oshodi Junction,8.5,15,36.7,21.7,3,Heavy
2026-02-04,12,2,Wednesday,False,False,Obalende-CMS,6.2,12,14.7,2.7,2,Moderate
2026-02-04,12,2,Wednesday,False,False,Otedola Bridge,9.0,16,38.2,22.2,3,Heavy
2026-02-04,12,2,Wednesday,False,False,Ajah,10.5,20,33.3,13.3,2,Moderate
2026-02-04,12,2,Wednesday,False,False,Iyana Iba,11.0,19,29.3,10.3,2,Moderate
2026-02-04,13,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,23.4,5.4,2,Moderate
2026-02-04,13,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,73.7,48.7,4,Severe
2026-02-04,13,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,57.2,35.2,3,Heavy
2026-02-04,13,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,71.6,41.6,3,Heavy
2026-02-04,13,2,Wednesday,False,False,Ikorodu Road,14.0,24,38.8,14.8,2,Moderate
2026-02-04,13,2,Wednesday,False,False,Oshodi Junction,8.5,15,54.2,39.2,4,Severe
2026-02-04,13,2,Wednesday,False,False,Obalende-CMS,6.2,12,35.1,23.1,4,Severe
2026-02-04,13,2,Wednesday,False,False,Otedola Bridge,9.0,16,25.8,9.8,2,Moderate
2026-02-04,13,2,Wednesday,False,False,Ajah,10.5,20,26.8,6.8,2,Moderate
2026-02-04,13,2,Wednesday,False,False,Iyana Iba,11.0,19,30.4,11.4,2,Moderate
2026-02-04,14,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,30.8,12.8,2,Moderate
